"pack_id","app_id","app_title","created","app_info"
"catcars.marcas","marcas","Marcas",2024-01-17T17:40:59,"Marcas de vehículos"
"catcars.modelos","modelos","Modelos",2024-01-17T17:40:59,"Modelos de vehículos"
"catcars.version","version","Versiones",2024-01-17T17:40:59,"Versiones de vehículos"
