"id","title","shorttitle","icon16x16","href","_blank","appid","itemtype","req_context_item_id","act_type"

"CC11","Agregar marca","Agregar","","/!/catcars/marca/_new/","0","catcars.marca","DET02C","0","action"
"CC12","Editar marca","Editar","","/!/catcars/marca/@_src_context_item_id/","0","catcars.marca","DET02C","1","action"
"CC13","Eliminar marca","Eliminar","","javascript:InduxsoftCrudlModel.Delete(@_src_context_item_id);","0","catcars.marca","DET02C","1","action"

"CC21","Agregar modelo","Agregar","","/!/catcars/modelo/_new/","0","catcars.modelo","DET02F","0","action"
"CC22","Editar modelo","Editar","","/!/catcars/modelo/@_src_context_item_id/","0","catcars.modelo","DET02F","1","action"
"CC23","Eliminar modelo","Eliminar","","javascript:InduxsoftCrudlModel.Delete(@_src_context_item_id);","0","catcars.modelo","DET02F","1","action"

"CC31","Agregar versión","Agregar","","/!/catcars/version/_new/","0","catcars.version","DET065","0","action"
"CC32","Editar versión","Editar","","/!/catcars/version/@_src_context_item_id/","0","catcars.version","DET065","1","action"
"CC33","Eliminar versión","Eliminar","","javascript:InduxsoftCrudlModel.Delete(@_src_context_item_id);","0","catcars.version","DET065","1","action"

"CC41","Agregar compatibilidad","Agregar","","/!/catcars/compatibilidad/_new/","0","catcars.compatibilidad","DET016","0","action"
"CC42","Editar compatibilidad","Editar","","/!/catcars/compatibilidad/@_src_context_item_id/","0","catcars.compatibilidad","DET016","1","action"
"CC43","Eliminar compatibilidad","Eliminar","","javascript:InduxsoftCrudlModel.Delete(@_src_context_item_id);","0","catcars.compatibilidad","DET016","1","action"
